date,product_id,product_name,sales_quantity,is_promotion,is_holiday,weekday,price_euro
2024-01-13,101,Bratwurst,73,0,0,Saturday,4.99
2024-01-13,102,Glühwein,2,0,0,Saturday,8.5
2024-01-13,103,Pretzel,201,0,0,Saturday,1.2
2024-01-13,104,German Beer (6-pack),109,0,0,Saturday,12.99
2024-01-14,101,Bratwurst,0,0,0,Sunday,4.99
2024-01-14,102,Glühwein,0,0,0,Sunday,8.5
2024-01-14,103,Pretzel,0,0,0,Sunday,1.2
2024-01-14,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-01-15,101,Bratwurst,44,0,0,Monday,4.99
2024-01-15,102,Glühwein,1,0,0,Monday,8.5
2024-01-15,103,Pretzel,131,0,0,Monday,1.2
2024-01-15,104,German Beer (6-pack),86,0,0,Monday,12.99
2024-01-16,101,Bratwurst,49,0,0,Tuesday,4.99
2024-01-16,102,Glühwein,2,0,0,Tuesday,8.5
2024-01-16,103,Pretzel,88,0,0,Tuesday,1.2
2024-01-16,104,German Beer (6-pack),86,0,0,Tuesday,12.99
2024-01-17,101,Bratwurst,60,1,0,Wednesday,4.99
2024-01-17,102,Glühwein,3,1,0,Wednesday,8.5
2024-01-17,103,Pretzel,183,1,0,Wednesday,1.2
2024-01-17,104,German Beer (6-pack),112,1,0,Wednesday,12.99
2024-01-18,101,Bratwurst,57,0,0,Thursday,4.99
2024-01-18,102,Glühwein,1,0,0,Thursday,8.5
2024-01-18,103,Pretzel,110,0,0,Thursday,1.2
2024-01-18,104,German Beer (6-pack),75,0,0,Thursday,12.99
2024-01-19,101,Bratwurst,78,0,0,Friday,4.99
2024-01-19,102,Glühwein,3,0,0,Friday,8.5
2024-01-19,103,Pretzel,184,0,0,Friday,1.2
2024-01-19,104,German Beer (6-pack),123,0,0,Friday,12.99
2024-01-20,101,Bratwurst,75,0,0,Saturday,4.99
2024-01-20,102,Glühwein,3,0,0,Saturday,8.5
2024-01-20,103,Pretzel,167,0,0,Saturday,1.2
2024-01-20,104,German Beer (6-pack),116,0,0,Saturday,12.99
2024-01-21,101,Bratwurst,0,0,0,Sunday,4.99
2024-01-21,102,Glühwein,0,0,0,Sunday,8.5
2024-01-21,103,Pretzel,0,0,0,Sunday,1.2
2024-01-21,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-01-22,101,Bratwurst,51,0,0,Monday,4.99
2024-01-22,102,Glühwein,2,0,0,Monday,8.5
2024-01-22,103,Pretzel,120,0,0,Monday,1.2
2024-01-22,104,German Beer (6-pack),78,0,0,Monday,12.99
2024-01-23,101,Bratwurst,48,0,0,Tuesday,4.99
2024-01-23,102,Glühwein,1,0,0,Tuesday,8.5
2024-01-23,103,Pretzel,125,0,0,Tuesday,1.2
2024-01-23,104,German Beer (6-pack),78,0,0,Tuesday,12.99
2024-01-24,101,Bratwurst,59,0,0,Wednesday,4.99
2024-01-24,102,Glühwein,2,0,0,Wednesday,8.5
2024-01-24,103,Pretzel,123,0,0,Wednesday,1.2
2024-01-24,104,German Beer (6-pack),79,0,0,Wednesday,12.99
2024-01-25,101,Bratwurst,49,0,0,Thursday,4.99
2024-01-25,102,Glühwein,1,0,0,Thursday,8.5
2024-01-25,103,Pretzel,107,0,0,Thursday,1.2
2024-01-25,104,German Beer (6-pack),72,0,0,Thursday,12.99
2024-01-26,101,Bratwurst,105,1,0,Friday,4.99
2024-01-26,102,Glühwein,5,1,0,Friday,8.5
2024-01-26,103,Pretzel,247,1,0,Friday,1.2
2024-01-26,104,German Beer (6-pack),173,1,0,Friday,12.99
2024-01-27,101,Bratwurst,77,0,0,Saturday,4.99
2024-01-27,102,Glühwein,2,0,0,Saturday,8.5
2024-01-27,103,Pretzel,193,0,0,Saturday,1.2
2024-01-27,104,German Beer (6-pack),106,0,0,Saturday,12.99
2024-01-28,101,Bratwurst,0,0,0,Sunday,4.99
2024-01-28,102,Glühwein,0,0,0,Sunday,8.5
2024-01-28,103,Pretzel,0,0,0,Sunday,1.2
2024-01-28,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-01-29,101,Bratwurst,45,0,0,Monday,4.99
2024-01-29,102,Glühwein,2,0,0,Monday,8.5
2024-01-29,103,Pretzel,136,0,0,Monday,1.2
2024-01-29,104,German Beer (6-pack),91,0,0,Monday,12.99
2024-01-30,101,Bratwurst,45,0,0,Tuesday,4.99
2024-01-30,102,Glühwein,1,0,0,Tuesday,8.5
2024-01-30,103,Pretzel,121,0,0,Tuesday,1.2
2024-01-30,104,German Beer (6-pack),75,0,0,Tuesday,12.99
2024-01-31,101,Bratwurst,50,0,0,Wednesday,4.99
2024-01-31,102,Glühwein,1,0,0,Wednesday,8.5
2024-01-31,103,Pretzel,127,0,0,Wednesday,1.2
2024-01-31,104,German Beer (6-pack),70,0,0,Wednesday,12.99
2024-02-01,101,Bratwurst,45,0,0,Thursday,4.99
2024-02-01,102,Glühwein,2,0,0,Thursday,8.5
2024-02-01,103,Pretzel,110,0,0,Thursday,1.2
2024-02-01,104,German Beer (6-pack),77,0,0,Thursday,12.99
2024-02-02,101,Bratwurst,72,0,0,Friday,4.99
2024-02-02,102,Glühwein,3,0,0,Friday,8.5
2024-02-02,103,Pretzel,198,0,0,Friday,1.2
2024-02-02,104,German Beer (6-pack),126,0,0,Friday,12.99
2024-02-03,101,Bratwurst,62,0,0,Saturday,4.99
2024-02-03,102,Glühwein,3,0,0,Saturday,8.5
2024-02-03,103,Pretzel,184,0,0,Saturday,1.2
2024-02-03,104,German Beer (6-pack),129,0,0,Saturday,12.99
2024-02-04,101,Bratwurst,0,0,0,Sunday,4.99
2024-02-04,102,Glühwein,0,0,0,Sunday,8.5
2024-02-04,103,Pretzel,0,0,0,Sunday,1.2
2024-02-04,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-02-05,101,Bratwurst,52,0,0,Monday,4.99
2024-02-05,102,Glühwein,2,0,0,Monday,8.5
2024-02-05,103,Pretzel,123,0,0,Monday,1.2
2024-02-05,104,German Beer (6-pack),82,0,0,Monday,12.99
2024-02-06,101,Bratwurst,51,0,0,Tuesday,4.99
2024-02-06,102,Glühwein,2,0,0,Tuesday,8.5
2024-02-06,103,Pretzel,122,0,0,Tuesday,1.2
2024-02-06,104,German Beer (6-pack),70,0,0,Tuesday,12.99
2024-02-07,101,Bratwurst,44,0,0,Wednesday,4.99
2024-02-07,102,Glühwein,2,0,0,Wednesday,8.5
2024-02-07,103,Pretzel,108,0,0,Wednesday,1.2
2024-02-07,104,German Beer (6-pack),86,0,0,Wednesday,12.99
2024-02-08,101,Bratwurst,53,0,0,Thursday,4.99
2024-02-08,102,Glühwein,2,0,0,Thursday,8.5
2024-02-08,103,Pretzel,125,0,0,Thursday,1.2
2024-02-08,104,German Beer (6-pack),87,0,0,Thursday,12.99
2024-02-09,101,Bratwurst,73,0,0,Friday,4.99
2024-02-09,102,Glühwein,2,0,0,Friday,8.5
2024-02-09,103,Pretzel,163,0,0,Friday,1.2
2024-02-09,104,German Beer (6-pack),110,0,0,Friday,12.99
2024-02-10,101,Bratwurst,81,0,0,Saturday,4.99
2024-02-10,102,Glühwein,2,0,0,Saturday,8.5
2024-02-10,103,Pretzel,201,0,0,Saturday,1.2
2024-02-10,104,German Beer (6-pack),126,0,0,Saturday,12.99
2024-02-11,101,Bratwurst,0,0,0,Sunday,4.99
2024-02-11,102,Glühwein,0,0,0,Sunday,8.5
2024-02-11,103,Pretzel,0,0,0,Sunday,1.2
2024-02-11,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-02-12,101,Bratwurst,42,0,0,Monday,4.99
2024-02-12,102,Glühwein,1,0,0,Monday,8.5
2024-02-12,103,Pretzel,108,0,0,Monday,1.2
2024-02-12,104,German Beer (6-pack),87,0,0,Monday,12.99
2024-02-13,101,Bratwurst,62,1,0,Tuesday,4.99
2024-02-13,102,Glühwein,2,1,0,Tuesday,8.5
2024-02-13,103,Pretzel,164,1,0,Tuesday,1.2
2024-02-13,104,German Beer (6-pack),119,1,0,Tuesday,12.99
2024-02-14,101,Bratwurst,69,1,0,Wednesday,4.99
2024-02-14,102,Glühwein,3,1,0,Wednesday,8.5
2024-02-14,103,Pretzel,160,1,0,Wednesday,1.2
2024-02-14,104,German Beer (6-pack),120,1,0,Wednesday,12.99
2024-02-15,101,Bratwurst,47,0,0,Thursday,4.99
2024-02-15,102,Glühwein,2,0,0,Thursday,8.5
2024-02-15,103,Pretzel,122,0,0,Thursday,1.2
2024-02-15,104,German Beer (6-pack),70,0,0,Thursday,12.99
2024-02-16,101,Bratwurst,79,0,0,Friday,4.99
2024-02-16,102,Glühwein,3,0,0,Friday,8.5
2024-02-16,103,Pretzel,184,0,0,Friday,1.2
2024-02-16,104,German Beer (6-pack),110,0,0,Friday,12.99
2024-02-17,101,Bratwurst,75,0,0,Saturday,4.99
2024-02-17,102,Glühwein,2,0,0,Saturday,8.5
2024-02-17,103,Pretzel,186,0,0,Saturday,1.2
2024-02-17,104,German Beer (6-pack),126,0,0,Saturday,12.99
2024-02-18,101,Bratwurst,0,0,0,Sunday,4.99
2024-02-18,102,Glühwein,0,0,0,Sunday,8.5
2024-02-18,103,Pretzel,0,0,0,Sunday,1.2
2024-02-18,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-02-19,101,Bratwurst,43,0,0,Monday,4.99
2024-02-19,102,Glühwein,1,0,0,Monday,8.5
2024-02-19,103,Pretzel,126,0,0,Monday,1.2
2024-02-19,104,German Beer (6-pack),84,0,0,Monday,12.99
2024-02-20,101,Bratwurst,50,0,0,Tuesday,4.99
2024-02-20,102,Glühwein,2,0,0,Tuesday,8.5
2024-02-20,103,Pretzel,137,0,0,Tuesday,1.2
2024-02-20,104,German Beer (6-pack),80,0,0,Tuesday,12.99
2024-02-21,101,Bratwurst,54,0,0,Wednesday,4.99
2024-02-21,102,Glühwein,2,0,0,Wednesday,8.5
2024-02-21,103,Pretzel,116,0,0,Wednesday,1.2
2024-02-21,104,German Beer (6-pack),86,0,0,Wednesday,12.99
2024-02-22,101,Bratwurst,50,0,0,Thursday,4.99
2024-02-22,102,Glühwein,1,0,0,Thursday,8.5
2024-02-22,103,Pretzel,119,0,0,Thursday,1.2
2024-02-22,104,German Beer (6-pack),75,0,0,Thursday,12.99
2024-02-23,101,Bratwurst,80,0,0,Friday,4.99
2024-02-23,102,Glühwein,2,0,0,Friday,8.5
2024-02-23,103,Pretzel,171,0,0,Friday,1.2
2024-02-23,104,German Beer (6-pack),133,0,0,Friday,12.99
2024-02-24,101,Bratwurst,86,0,0,Saturday,4.99
2024-02-24,102,Glühwein,3,0,0,Saturday,8.5
2024-02-24,103,Pretzel,189,0,0,Saturday,1.2
2024-02-24,104,German Beer (6-pack),104,0,0,Saturday,12.99
2024-02-25,101,Bratwurst,0,0,0,Sunday,4.99
2024-02-25,102,Glühwein,0,0,0,Sunday,8.5
2024-02-25,103,Pretzel,0,0,0,Sunday,1.2
2024-02-25,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-02-26,101,Bratwurst,61,0,0,Monday,4.99
2024-02-26,102,Glühwein,2,0,0,Monday,8.5
2024-02-26,103,Pretzel,136,0,0,Monday,1.2
2024-02-26,104,German Beer (6-pack),86,0,0,Monday,12.99
2024-02-27,101,Bratwurst,39,0,0,Tuesday,4.99
2024-02-27,102,Glühwein,2,0,0,Tuesday,8.5
2024-02-27,103,Pretzel,112,0,0,Tuesday,1.2
2024-02-27,104,German Beer (6-pack),86,0,0,Tuesday,12.99
2024-02-28,101,Bratwurst,46,0,0,Wednesday,4.99
2024-02-28,102,Glühwein,2,0,0,Wednesday,8.5
2024-02-28,103,Pretzel,115,0,0,Wednesday,1.2
2024-02-28,104,German Beer (6-pack),77,0,0,Wednesday,12.99
2024-02-29,101,Bratwurst,58,0,0,Thursday,4.99
2024-02-29,102,Glühwein,2,0,0,Thursday,8.5
2024-02-29,103,Pretzel,104,0,0,Thursday,1.2
2024-02-29,104,German Beer (6-pack),87,0,0,Thursday,12.99
2024-03-01,101,Bratwurst,77,0,0,Friday,4.99
2024-03-01,102,Glühwein,3,0,0,Friday,8.5
2024-03-01,103,Pretzel,156,0,0,Friday,1.2
2024-03-01,104,German Beer (6-pack),142,0,0,Friday,12.99
2024-03-02,101,Bratwurst,84,0,0,Saturday,4.99
2024-03-02,102,Glühwein,2,0,0,Saturday,8.5
2024-03-02,103,Pretzel,187,0,0,Saturday,1.2
2024-03-02,104,German Beer (6-pack),129,0,0,Saturday,12.99
2024-03-03,101,Bratwurst,0,0,0,Sunday,4.99
2024-03-03,102,Glühwein,0,0,0,Sunday,8.5
2024-03-03,103,Pretzel,0,0,0,Sunday,1.2
2024-03-03,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-03-04,101,Bratwurst,33,0,0,Monday,4.99
2024-03-04,102,Glühwein,1,0,0,Monday,8.5
2024-03-04,103,Pretzel,116,0,0,Monday,1.2
2024-03-04,104,German Beer (6-pack),70,0,0,Monday,12.99
2024-03-05,101,Bratwurst,57,0,0,Tuesday,4.99
2024-03-05,102,Glühwein,2,0,0,Tuesday,8.5
2024-03-05,103,Pretzel,118,0,0,Tuesday,1.2
2024-03-05,104,German Beer (6-pack),76,0,0,Tuesday,12.99
2024-03-06,101,Bratwurst,55,0,0,Wednesday,4.99
2024-03-06,102,Glühwein,2,0,0,Wednesday,8.5
2024-03-06,103,Pretzel,108,0,0,Wednesday,1.2
2024-03-06,104,German Beer (6-pack),83,0,0,Wednesday,12.99
2024-03-07,101,Bratwurst,48,0,0,Thursday,4.99
2024-03-07,102,Glühwein,2,0,0,Thursday,8.5
2024-03-07,103,Pretzel,127,0,0,Thursday,1.2
2024-03-07,104,German Beer (6-pack),81,0,0,Thursday,12.99
2024-03-08,101,Bratwurst,86,0,0,Friday,4.99
2024-03-08,102,Glühwein,2,0,0,Friday,8.5
2024-03-08,103,Pretzel,218,0,0,Friday,1.2
2024-03-08,104,German Beer (6-pack),96,0,0,Friday,12.99
2024-03-09,101,Bratwurst,78,0,0,Saturday,4.99
2024-03-09,102,Glühwein,2,0,0,Saturday,8.5
2024-03-09,103,Pretzel,171,0,0,Saturday,1.2
2024-03-09,104,German Beer (6-pack),122,0,0,Saturday,12.99
2024-03-10,101,Bratwurst,0,0,0,Sunday,4.99
2024-03-10,102,Glühwein,0,0,0,Sunday,8.5
2024-03-10,103,Pretzel,0,0,0,Sunday,1.2
2024-03-10,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-03-11,101,Bratwurst,46,0,0,Monday,4.99
2024-03-11,102,Glühwein,1,0,0,Monday,8.5
2024-03-11,103,Pretzel,131,0,0,Monday,1.2
2024-03-11,104,German Beer (6-pack),91,0,0,Monday,12.99
2024-03-12,101,Bratwurst,54,0,0,Tuesday,4.99
2024-03-12,102,Glühwein,2,0,0,Tuesday,8.5
2024-03-12,103,Pretzel,110,0,0,Tuesday,1.2
2024-03-12,104,German Beer (6-pack),75,0,0,Tuesday,12.99
2024-03-13,101,Bratwurst,41,0,0,Wednesday,4.99
2024-03-13,102,Glühwein,1,0,0,Wednesday,8.5
2024-03-13,103,Pretzel,111,0,0,Wednesday,1.2
2024-03-13,104,German Beer (6-pack),89,0,0,Wednesday,12.99
2024-03-14,101,Bratwurst,48,0,0,Thursday,4.99
2024-03-14,102,Glühwein,2,0,0,Thursday,8.5
2024-03-14,103,Pretzel,129,0,0,Thursday,1.2
2024-03-14,104,German Beer (6-pack),86,0,0,Thursday,12.99
2024-03-15,101,Bratwurst,75,0,0,Friday,4.99
2024-03-15,102,Glühwein,3,0,0,Friday,8.5
2024-03-15,103,Pretzel,170,0,0,Friday,1.2
2024-03-15,104,German Beer (6-pack),131,0,0,Friday,12.99
2024-03-16,101,Bratwurst,77,0,0,Saturday,4.99
2024-03-16,102,Glühwein,2,0,0,Saturday,8.5
2024-03-16,103,Pretzel,181,0,0,Saturday,1.2
2024-03-16,104,German Beer (6-pack),127,0,0,Saturday,12.99
2024-03-17,101,Bratwurst,0,0,0,Sunday,4.99
2024-03-17,102,Glühwein,0,0,0,Sunday,8.5
2024-03-17,103,Pretzel,0,0,0,Sunday,1.2
2024-03-17,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-03-18,101,Bratwurst,44,0,0,Monday,4.99
2024-03-18,102,Glühwein,1,0,0,Monday,8.5
2024-03-18,103,Pretzel,133,0,0,Monday,1.2
2024-03-18,104,German Beer (6-pack),86,0,0,Monday,12.99
2024-03-19,101,Bratwurst,46,0,0,Tuesday,4.99
2024-03-19,102,Glühwein,1,0,0,Tuesday,8.5
2024-03-19,103,Pretzel,94,0,0,Tuesday,1.2
2024-03-19,104,German Beer (6-pack),94,0,0,Tuesday,12.99
2024-03-20,101,Bratwurst,45,0,0,Wednesday,4.99
2024-03-20,102,Glühwein,1,0,0,Wednesday,8.5
2024-03-20,103,Pretzel,124,0,0,Wednesday,1.2
2024-03-20,104,German Beer (6-pack),75,0,0,Wednesday,12.99
2024-03-21,101,Bratwurst,47,0,0,Thursday,4.99
2024-03-21,102,Glühwein,2,0,0,Thursday,8.5
2024-03-21,103,Pretzel,126,0,0,Thursday,1.2
2024-03-21,104,German Beer (6-pack),86,0,0,Thursday,12.99
2024-03-22,101,Bratwurst,64,0,0,Friday,4.99
2024-03-22,102,Glühwein,2,0,0,Friday,8.5
2024-03-22,103,Pretzel,167,0,0,Friday,1.2
2024-03-22,104,German Beer (6-pack),117,0,0,Friday,12.99
2024-03-23,101,Bratwurst,59,0,0,Saturday,4.99
2024-03-23,102,Glühwein,3,0,0,Saturday,8.5
2024-03-23,103,Pretzel,174,0,0,Saturday,1.2
2024-03-23,104,German Beer (6-pack),119,0,0,Saturday,12.99
2024-03-24,101,Bratwurst,0,0,0,Sunday,4.99
2024-03-24,102,Glühwein,0,0,0,Sunday,8.5
2024-03-24,103,Pretzel,0,0,0,Sunday,1.2
2024-03-24,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-03-25,101,Bratwurst,56,0,0,Monday,4.99
2024-03-25,102,Glühwein,2,0,0,Monday,8.5
2024-03-25,103,Pretzel,125,0,0,Monday,1.2
2024-03-25,104,German Beer (6-pack),80,0,0,Monday,12.99
2024-03-26,101,Bratwurst,53,0,0,Tuesday,4.99
2024-03-26,102,Glühwein,1,0,0,Tuesday,8.5
2024-03-26,103,Pretzel,122,0,0,Tuesday,1.2
2024-03-26,104,German Beer (6-pack),80,0,0,Tuesday,12.99
2024-03-27,101,Bratwurst,52,0,0,Wednesday,4.99
2024-03-27,102,Glühwein,2,0,0,Wednesday,8.5
2024-03-27,103,Pretzel,147,0,0,Wednesday,1.2
2024-03-27,104,German Beer (6-pack),83,0,0,Wednesday,12.99
2024-03-28,101,Bratwurst,60,0,0,Thursday,4.99
2024-03-28,102,Glühwein,1,0,0,Thursday,8.5
2024-03-28,103,Pretzel,130,0,0,Thursday,1.2
2024-03-28,104,German Beer (6-pack),81,0,0,Thursday,12.99
2024-03-29,101,Bratwurst,103,1,0,Friday,4.99
2024-03-29,102,Glühwein,4,1,0,Friday,8.5
2024-03-29,103,Pretzel,215,1,0,Friday,1.2
2024-03-29,104,German Beer (6-pack),181,1,0,Friday,12.99
2024-03-30,101,Bratwurst,59,0,0,Saturday,4.99
2024-03-30,102,Glühwein,2,0,0,Saturday,8.5
2024-03-30,103,Pretzel,166,0,0,Saturday,1.2
2024-03-30,104,German Beer (6-pack),121,0,0,Saturday,12.99
2024-03-31,101,Bratwurst,0,0,0,Sunday,4.99
2024-03-31,102,Glühwein,0,0,0,Sunday,8.5
2024-03-31,103,Pretzel,0,0,0,Sunday,1.2
2024-03-31,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-04-01,101,Bratwurst,51,0,0,Monday,4.99
2024-04-01,102,Glühwein,2,0,0,Monday,8.5
2024-04-01,103,Pretzel,131,0,0,Monday,1.2
2024-04-01,104,German Beer (6-pack),75,0,0,Monday,12.99
2024-04-02,101,Bratwurst,53,0,0,Tuesday,4.99
2024-04-02,102,Glühwein,2,0,0,Tuesday,8.5
2024-04-02,103,Pretzel,128,0,0,Tuesday,1.2
2024-04-02,104,German Beer (6-pack),78,0,0,Tuesday,12.99
2024-04-03,101,Bratwurst,55,0,0,Wednesday,4.99
2024-04-03,102,Glühwein,1,0,0,Wednesday,8.5
2024-04-03,103,Pretzel,99,0,0,Wednesday,1.2
2024-04-03,104,German Beer (6-pack),90,0,0,Wednesday,12.99
2024-04-04,101,Bratwurst,51,0,0,Thursday,4.99
2024-04-04,102,Glühwein,2,0,0,Thursday,8.5
2024-04-04,103,Pretzel,90,0,0,Thursday,1.2
2024-04-04,104,German Beer (6-pack),72,0,0,Thursday,12.99
2024-04-05,101,Bratwurst,75,0,0,Friday,4.99
2024-04-05,102,Glühwein,3,0,0,Friday,8.5
2024-04-05,103,Pretzel,171,0,0,Friday,1.2
2024-04-05,104,German Beer (6-pack),127,0,0,Friday,12.99
2024-04-06,101,Bratwurst,64,0,0,Saturday,4.99
2024-04-06,102,Glühwein,3,0,0,Saturday,8.5
2024-04-06,103,Pretzel,199,0,0,Saturday,1.2
2024-04-06,104,German Beer (6-pack),138,0,0,Saturday,12.99
2024-04-07,101,Bratwurst,0,0,0,Sunday,4.99
2024-04-07,102,Glühwein,0,0,0,Sunday,8.5
2024-04-07,103,Pretzel,0,0,0,Sunday,1.2
2024-04-07,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-04-08,101,Bratwurst,51,0,0,Monday,4.99
2024-04-08,102,Glühwein,2,0,0,Monday,8.5
2024-04-08,103,Pretzel,121,0,0,Monday,1.2
2024-04-08,104,German Beer (6-pack),92,0,0,Monday,12.99
2024-04-09,101,Bratwurst,60,0,0,Tuesday,4.99
2024-04-09,102,Glühwein,2,0,0,Tuesday,8.5
2024-04-09,103,Pretzel,117,0,0,Tuesday,1.2
2024-04-09,104,German Beer (6-pack),87,0,0,Tuesday,12.99
2024-04-10,101,Bratwurst,57,0,0,Wednesday,4.99
2024-04-10,102,Glühwein,2,0,0,Wednesday,8.5
2024-04-10,103,Pretzel,114,0,0,Wednesday,1.2
2024-04-10,104,German Beer (6-pack),77,0,0,Wednesday,12.99
2024-04-11,101,Bratwurst,77,1,0,Thursday,4.99
2024-04-11,102,Glühwein,2,1,0,Thursday,8.5
2024-04-11,103,Pretzel,148,1,0,Thursday,1.2
2024-04-11,104,German Beer (6-pack),89,1,0,Thursday,12.99
2024-04-12,101,Bratwurst,76,0,0,Friday,4.99
2024-04-12,102,Glühwein,2,0,0,Friday,8.5
2024-04-12,103,Pretzel,171,0,0,Friday,1.2
2024-04-12,104,German Beer (6-pack),136,0,0,Friday,12.99
2024-04-13,101,Bratwurst,62,0,0,Saturday,4.99
2024-04-13,102,Glühwein,2,0,0,Saturday,8.5
2024-04-13,103,Pretzel,186,0,0,Saturday,1.2
2024-04-13,104,German Beer (6-pack),119,0,0,Saturday,12.99
2024-04-14,101,Bratwurst,0,0,0,Sunday,4.99
2024-04-14,102,Glühwein,0,0,0,Sunday,8.5
2024-04-14,103,Pretzel,0,0,0,Sunday,1.2
2024-04-14,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-04-15,101,Bratwurst,43,0,0,Monday,4.99
2024-04-15,102,Glühwein,2,0,0,Monday,8.5
2024-04-15,103,Pretzel,124,0,0,Monday,1.2
2024-04-15,104,German Beer (6-pack),72,0,0,Monday,12.99
2024-04-16,101,Bratwurst,53,0,0,Tuesday,4.99
2024-04-16,102,Glühwein,1,0,0,Tuesday,8.5
2024-04-16,103,Pretzel,144,0,0,Tuesday,1.2
2024-04-16,104,German Beer (6-pack),77,0,0,Tuesday,12.99
2024-04-17,101,Bratwurst,47,0,0,Wednesday,4.99
2024-04-17,102,Glühwein,1,0,0,Wednesday,8.5
2024-04-17,103,Pretzel,118,0,0,Wednesday,1.2
2024-04-17,104,German Beer (6-pack),71,0,0,Wednesday,12.99
2024-04-18,101,Bratwurst,50,0,0,Thursday,4.99
2024-04-18,102,Glühwein,1,0,0,Thursday,8.5
2024-04-18,103,Pretzel,118,0,0,Thursday,1.2
2024-04-18,104,German Beer (6-pack),80,0,0,Thursday,12.99
2024-04-19,101,Bratwurst,69,0,0,Friday,4.99
2024-04-19,102,Glühwein,3,0,0,Friday,8.5
2024-04-19,103,Pretzel,177,0,0,Friday,1.2
2024-04-19,104,German Beer (6-pack),117,0,0,Friday,12.99
2024-04-20,101,Bratwurst,69,0,0,Saturday,4.99
2024-04-20,102,Glühwein,3,0,0,Saturday,8.5
2024-04-20,103,Pretzel,170,0,0,Saturday,1.2
2024-04-20,104,German Beer (6-pack),105,0,0,Saturday,12.99
2024-04-21,101,Bratwurst,0,0,0,Sunday,4.99
